"","file","spkA","spkB","dur","dialActA2.last","dialActB2.first","A.lastResp","A.lastInit","B.firstResp","sexA","sexB","rateA","rateB","laughA","laughB"
"77",3155,"spkr1351","spkr1361",8,"agree","opinion",TRUE,FALSE,FALSE,"F","F",6.86051610987327,-2.17689208951794,FALSE,FALSE
"78",3155,"spkr1361","spkr1351",427,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",6.16156572908509,6.83938749458881,FALSE,FALSE
"79",3155,"spkr1351","spkr1361",-151,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",8.73070498787107,1.21841217695671,FALSE,FALSE
"80",3155,"spkr1361","spkr1351",274,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-2.01328557145846,-1.3164009604569,FALSE,FALSE
"81",3155,"spkr1351","spkr1361",200,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-0.719874443855453,-8.560666341195,FALSE,FALSE
"82",3155,"spkr1361","spkr1351",808,"statement","apprec",FALSE,FALSE,TRUE,"F","F",-8.81171816666622,8.04998441883295,FALSE,FALSE
"83",3155,"spkr1351","spkr1361",135,"statement","statement",FALSE,FALSE,FALSE,"F","F",7.43138089128702,-8.13565788830425,FALSE,FALSE
"84",3155,"spkr1361","spkr1351",-406,"abandon","yn_decl_q",FALSE,FALSE,FALSE,"F","F",1.77808914459481,-2.46868434169074,FALSE,FALSE
"85",3155,"spkr1351","spkr1361",237,"yn_q","yes",FALSE,TRUE,TRUE,"F","F",10.1078681015156,3.73773147527241,FALSE,FALSE
"86",3155,"spkr1361","spkr1351",227,"yes","acknowledge",TRUE,FALSE,TRUE,"F","F",4.43022875756138,9.06099641790301,FALSE,FALSE
"87",3155,"spkr1351","spkr1361",35,"acknowledge","yes",TRUE,FALSE,TRUE,"F","F",3.99696118758679,-7.50248847614897,FALSE,FALSE
"88",3155,"spkr1361","spkr1351",319,"statement","acknowledge",FALSE,FALSE,TRUE,"F","F",-2.63423154216183,8.93703310320442,FALSE,FALSE
"89",3155,"spkr1351","spkr1361",2613,"statement","opinion",FALSE,FALSE,FALSE,"F","F",-5.98341033630874,6.07656126407787,FALSE,FALSE
"90",3156,"spkr1181","spkr1305",-45,"statement","backchannel",FALSE,FALSE,TRUE,"M","F",5.12350685196588,8.26833275784865,FALSE,FALSE
"91",3156,"spkr1305","spkr1181",301,"backchannel","abandon",TRUE,FALSE,FALSE,"F","M",-7.01815855982587,-0.887542950674391,FALSE,FALSE
"92",3156,"spkr1181","spkr1305",-547,"opinion","sum",FALSE,FALSE,FALSE,"M","F",7.88651322144818,-4.91915675394272,TRUE,FALSE
"93",3156,"spkr1305","spkr1181",-1053,"repeat","agree",FALSE,FALSE,TRUE,"F","M",8.46628085661645,9.77378929946596,FALSE,FALSE
"94",3156,"spkr1181","spkr1305",401,"yn_q","no",FALSE,TRUE,TRUE,"M","F",-2.69468909763046,10.1116183764508,FALSE,FALSE
"95",3156,"spkr1305","spkr1181",275,"statement","uninterp",FALSE,FALSE,FALSE,"F","M",2.70816333949182,-5.08110762068132,FALSE,FALSE
"96",3156,"spkr1181","spkr1305",224,"uninterp","statement",FALSE,FALSE,FALSE,"M","F",5.15883125404766,-7.59714154882979,FALSE,FALSE
"97",3156,"spkr1305","spkr1181",-13,"statement","backchannel",FALSE,FALSE,TRUE,"F","M",-1.75256554802631,5.91963378143447,FALSE,FALSE
"98",3156,"spkr1181","spkr1305",0,"statement","backchannel",FALSE,FALSE,TRUE,"M","F",3.88910646478977,0.918625816915859,FALSE,FALSE
"99",3156,"spkr1305","spkr1181",149,"backchannel","statement",TRUE,FALSE,FALSE,"F","M",-2.68911563304372,-5.50351580729216,FALSE,FALSE
"100",3156,"spkr1181","spkr1305",654,"opinion","opinion",FALSE,FALSE,FALSE,"M","F",7.46875945820034,4.83411308132736,FALSE,FALSE
"101",3156,"spkr1305","spkr1181",290,"opinion","backchannel",FALSE,FALSE,TRUE,"F","M",3.95679722760496,-6.06205085284043,FALSE,FALSE
"102",3156,"spkr1181","spkr1305",4276,"backchannel","statement",TRUE,FALSE,FALSE,"M","F",-2.40522912229378,-3.23774039775048,FALSE,FALSE
"103",3156,"spkr1305","spkr1181",-97,"statement","backchannel",FALSE,FALSE,TRUE,"F","M",2.84608716115441,-4.43249220503332,FALSE,FALSE
"104",3156,"spkr1181","spkr1305",-109,"backchannel","statement",TRUE,FALSE,FALSE,"M","F",7.91244363868771,4.2713185362213,FALSE,FALSE
"105",3156,"spkr1305","spkr1181",215,"statement","backchannel",FALSE,FALSE,TRUE,"F","M",1.57474440146915,-1.57175411196028,FALSE,FALSE
"106",3156,"spkr1181","spkr1305",-185,"backchannel","statement",TRUE,FALSE,FALSE,"M","F",8.9749732221889,-5.38208332313884,FALSE,FALSE
"107",3156,"spkr1305","spkr1181",722,"statement","completion",FALSE,FALSE,FALSE,"F","M",-4.75355769443053,-8.5615875591579,FALSE,TRUE
"108",3156,"spkr1181","spkr1305",-272,"abandon","backchannel",FALSE,FALSE,TRUE,"M","F",-2.80812564036428,8.98729423337881,TRUE,FALSE
"109",3156,"spkr1305","spkr1181",-1023,"abandon","backchannel",FALSE,FALSE,TRUE,"F","M",9.7143696547475,2.19283093721371,FALSE,FALSE
"110",3156,"spkr1181","spkr1305",542,"opinion","backchannel",FALSE,FALSE,TRUE,"M","F",9.95722680375677,6.51306479213151,FALSE,TRUE
"111",3156,"spkr1305","spkr1181",1081,"opinion","backchannel",FALSE,FALSE,TRUE,"F","M",-0.286514694119372,4.19709128960496,TRUE,FALSE
"112",3156,"spkr1181","spkr1305",-681,"uninterp","statement",FALSE,FALSE,FALSE,"M","F",-3.9241576471946,9.86746665901449,FALSE,FALSE
"113",3156,"spkr1305","spkr1181",39,"opinion","backchannel",FALSE,FALSE,TRUE,"F","M",3.85059903234559,-6.32853489918148,FALSE,FALSE
"114",3156,"spkr1181","spkr1305",189,"backchannel","statement",TRUE,FALSE,FALSE,"M","F",-3.62625211218299,-2.06379306723528,FALSE,TRUE
"115",3156,"spkr1305","spkr1181",-293,"statement","wh_q",FALSE,FALSE,FALSE,"F","M",-1.89894032419824,-2.69700555456844,TRUE,FALSE
"116",3156,"spkr1181","spkr1305",309,"wh_q","hold",FALSE,TRUE,FALSE,"M","F",-6.72340927505908,-8.67419862759281,FALSE,FALSE
"117",3159,"spkr1357","spkr1351",373,"yn_q","statement",FALSE,TRUE,FALSE,"F","F",-4.31459000324267,-1.83689457085923,FALSE,FALSE
"118",3159,"spkr1351","spkr1357",268,"statement","acknowledge",FALSE,FALSE,TRUE,"F","F",-1.87074872852312,-5.90949985663061,FALSE,FALSE
"119",3159,"spkr1357","spkr1351",-223,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",5.45143415636178,-3.37280706230827,FALSE,FALSE
"120",3159,"spkr1351","spkr1357",414,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-1.61300370663681,10.1072904449354,FALSE,FALSE
"121",3159,"spkr1357","spkr1351",46,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",4.75048724167719,9.12590210119675,FALSE,FALSE
"122",3159,"spkr1351","spkr1357",-216,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",4.43904278593551,-1.99759001577091,FALSE,FALSE
"123",3159,"spkr1357","spkr1351",171,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",6.6472314550881,-2.63464538521649,FALSE,FALSE
"124",3159,"spkr1351","spkr1357",472,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-0.0474020486740678,0.0693540065431673,FALSE,FALSE
"125",3159,"spkr1357","spkr1351",-869,"yn_decl_q","yes",FALSE,TRUE,TRUE,"F","F",-8.58744457302523,-7.44361237613746,FALSE,FALSE
"126",3159,"spkr1351","spkr1357",321,"statement","statement",FALSE,FALSE,FALSE,"F","F",-0.274756667113686,-1.74281661348095,FALSE,FALSE
"127",3159,"spkr1357","spkr1351",230,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-2.05258760550669,-7.76150102358334,FALSE,FALSE
"128",3159,"spkr1351","spkr1357",-284,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",9.37260008785851,-4.3196526753848,FALSE,FALSE
"129",3159,"spkr1357","spkr1351",250,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-5.53634238833187,8.87774945650558,FALSE,FALSE
"130",3159,"spkr1351","spkr1357",-333,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-7.14880491658737,8.73592505078039,FALSE,FALSE
"131",3159,"spkr1357","spkr1351",143,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-1.59158805157705,5.39975027401719,FALSE,FALSE
"132",3159,"spkr1351","spkr1357",-100,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",5.41328135260169,0.316548494712313,FALSE,TRUE
"133",3159,"spkr1357","spkr1351",-44,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",9.83755066813608,-2.05856649753043,TRUE,FALSE
"134",3159,"spkr1351","spkr1357",-411,"abandon","statement",FALSE,FALSE,FALSE,"F","F",8.71137502965802,0.560945862069007,TRUE,TRUE
"135",3159,"spkr1357","spkr1351",32,"opinion","backchannel",FALSE,FALSE,TRUE,"F","F",6.48358740201521,-1.24633232503454,TRUE,FALSE
"136",3159,"spkr1351","spkr1357",-372,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",13.8895615385913,6.45167539440406,FALSE,FALSE
"137",3159,"spkr1357","spkr1351",-39,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",1.78778415158702,-4.97479205229473,FALSE,FALSE
"138",3159,"spkr1351","spkr1357",-102,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-3.13785074488414,10.9985712872366,FALSE,FALSE
"139",3159,"spkr1357","spkr1351",482,"statement","statement",FALSE,FALSE,FALSE,"F","F",-0.178296062474024,5.03381857396,FALSE,FALSE
"140",3159,"spkr1351","spkr1357",97,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-8.2211339094411,-4.52747288969849,FALSE,FALSE
"141",3159,"spkr1357","spkr1351",80,"opinion","backchannel",FALSE,FALSE,TRUE,"F","F",5.9851502546152,-2.07147924813941,FALSE,FALSE
"142",3159,"spkr1351","spkr1357",-159,"backchannel","opinion",TRUE,FALSE,FALSE,"F","F",8.48102086570546,4.52588565193182,FALSE,TRUE
"143",3159,"spkr1357","spkr1351",283,"statement","apprec",FALSE,FALSE,TRUE,"F","F",8.84832868829434,5.48261608155797,TRUE,FALSE
"144",3159,"spkr1351","spkr1357",-111,"apprec","statement",TRUE,FALSE,FALSE,"F","F",-6.44442814709266,-4.12730539273349,FALSE,FALSE
"145",3159,"spkr1357","spkr1351",-127,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-3.47916046678898,1.07443139200485,FALSE,FALSE
"146",3159,"spkr1351","spkr1357",32,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",9.40318094809926,-4.42377681274788,FALSE,FALSE
"147",3159,"spkr1357","spkr1351",-829,"abandon","statement",FALSE,FALSE,FALSE,"F","F",8.8462503870122,4.99859859750049,FALSE,FALSE
"148",3159,"spkr1351","spkr1357",463,"statement","opinion",FALSE,FALSE,FALSE,"F","F",-7.11304941461505,-4.24785658731933,TRUE,TRUE
"149",3159,"spkr1357","spkr1351",175,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",5.34488164857791,4.20421975149944,FALSE,FALSE
"150",3159,"spkr1351","spkr1357",-132,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",7.17445138792679,0.786582512069026,FALSE,FALSE
"151",3159,"spkr1357","spkr1351",88,"statement","backchannel",FALSE,FALSE,TRUE,"F","F",-1.07517127298238,5.20596755825806,FALSE,FALSE
"152",3159,"spkr1351","spkr1357",-256,"backchannel","statement",TRUE,FALSE,FALSE,"F","F",-3.13303816440624,-8.79299606559135,FALSE,TRUE
"153",3159,"spkr1357","spkr1351",-529,"close","close",FALSE,FALSE,FALSE,"F","F",8.57551145210086,6.69896098938223,FALSE,FALSE
"154",3159,"spkr1351","spkr1357",16,"close","close",FALSE,FALSE,FALSE,"F","F",-5.70875837780152,11.405098921224,FALSE,FALSE
"155",3159,"spkr1357","spkr1351",214,"close","close",FALSE,FALSE,FALSE,"F","F",-6.65685583038676,-1.92960525239633,FALSE,FALSE
"156",3159,"spkr1351","spkr1357",-369,"close","close",FALSE,FALSE,FALSE,"F","F",-5.25338819558548,-8.4877606839822,FALSE,FALSE
"157",3159,"spkr1357","spkr1351",73,"close","close",FALSE,FALSE,FALSE,"F","F",-8.80018372879786,-6.11984337581085,FALSE,FALSE
"158",3161,"spkr1181","spkr1410",-39,"statement","yn_q",FALSE,FALSE,FALSE,"M","F",-8.42224944121989,0.243082143122745,FALSE,FALSE
"159",3161,"spkr1410","spkr1181",-663,"uninterp","abandon",FALSE,FALSE,FALSE,"F","M",-4.85606264906149,6.38199757951491,FALSE,FALSE
"160",3161,"spkr1181","spkr1410",20,"statement","wh_q",FALSE,FALSE,FALSE,"M","F",8.19521764278978,8.6529229506343,FALSE,FALSE
"161",3161,"spkr1410","spkr1181",-709,"wh_q","statement",FALSE,TRUE,FALSE,"F","M",10.3318378021433,8.45961510915995,FALSE,FALSE
"162",3161,"spkr1181","spkr1410",-340,"statement","sum",FALSE,FALSE,FALSE,"M","F",1.23722537065672,-7.24721253440671,FALSE,FALSE
"163",3161,"spkr1410","spkr1181",-870,"backchannel","statement",TRUE,FALSE,FALSE,"F","M",3.35803557596213,7.8151406257705,FALSE,FALSE
"164",3161,"spkr1181","spkr1410",159,"statement","backchannel",FALSE,FALSE,TRUE,"M","F",8.26655296639662,-4.0370130430683,FALSE,FALSE
"165",3161,"spkr1410","spkr1181",26,"backchannel","opinion",TRUE,FALSE,FALSE,"F","M",9.72815289313352,-3.19902371330397,FALSE,FALSE
"166",3161,"spkr1181","spkr1410",1651,"abandon","statement",FALSE,FALSE,FALSE,"M","F",-3.73656177142845,9.21986640278399,FALSE,FALSE
"167",3161,"spkr1410","spkr1181",744,"opinion","backchannel",FALSE,FALSE,TRUE,"F","M",6.27461468695525,1.76056193211278,FALSE,FALSE
"168",3161,"spkr1181","spkr1410",-189,"backchannel","statement",TRUE,FALSE,FALSE,"M","F",-3.77908525965014,-8.34098308452533,FALSE,FALSE
"169",3161,"spkr1410","spkr1181",280,"opinion","backchannel",FALSE,FALSE,TRUE,"F","M",-2.81544993466283,-0.394889663250782,FALSE,FALSE
"170",3161,"spkr1181","spkr1410",158,"backchannel","opinion",TRUE,FALSE,FALSE,"M","F",-2.4290215571389,1.77674791175237,FALSE,FALSE
"171",3161,"spkr1410","spkr1181",441,"opinion","agree",FALSE,FALSE,TRUE,"F","M",10.0982455195585,9.33863575947669,FALSE,FALSE
"172",3161,"spkr1181","spkr1410",442,"abandon","sum",FALSE,FALSE,FALSE,"M","F",0.674820736634402,5.91271852567526,TRUE,FALSE
"173",3161,"spkr1410","spkr1181",-1097,"sum","backchannel",FALSE,TRUE,TRUE,"F","M",3.65275788079682,7.83571152418611,FALSE,FALSE
"174",3161,"spkr1181","spkr1410",180,"rhet_q","backchannel",FALSE,FALSE,TRUE,"M","F",7.24987833697108,4.39397162990147,FALSE,FALSE
"175",3161,"spkr1410","spkr1181",-299,"backchannel","rhet_q",TRUE,FALSE,FALSE,"F","M",2.86892444127673,0.58894449597934,FALSE,FALSE
"176",3168,"spkr1379","spkr1361",177,"statement","backchannel",FALSE,FALSE,TRUE,"M","F",10.1315797051044,-3.79266062411622,FALSE,FALSE
"177",3168,"spkr1361","spkr1379",29,"opinion","backchannel",FALSE,FALSE,TRUE,"F","M",-1.94155858539105,2.7347075210206,FALSE,FALSE
"178",3168,"spkr1379","spkr1361",-98,"backchannel","opinion",TRUE,FALSE,FALSE,"M","F",3.64270388309581,-4.80567236070777,FALSE,FALSE
"179",3168,"spkr1361","spkr1379",583,"abandon","backchannel",FALSE,FALSE,TRUE,"F","M",-5.11433286864858,0.103430972618173,FALSE,FALSE
